name,type,start_time,duration,"mosi","miso"
"SPI","enable",2.857656657,0.000000001,,
"SPI","result",2.857816176,0.000848123,0xB8,0x8B
"SPI","disable",2.858692882,0.000000001,,
"SPI","enable",2.858777333,0.000000001,,
"SPI","result",2.858949712,0.000848115,0x74,0x87
"SPI","disable",2.859831644,0.000000001,,
"SPI","enable",2.956490666,0.000000001,,
"SPI","result",2.956659837,0.000848121,0xFE,0x47
"SPI","disable",2.957909655,0.000000001,,
"SPI","enable",2.957990304,0.000000001,,
"SPI","result",2.95813342,0.000848123,0xB8,0x01
"SPI","disable",2.959008435,0.000000001,,
"SPI","enable",2.959095749,0.000000001,,
"SPI","result",2.95926695,0.000848122,0xB8,0x8B
"SPI","disable",2.960150069,0.000000001,,
"SPI","enable",2.960234521,0.000000001,,
"SPI","result",2.960400479,0.000848118,0x74,0x87
"SPI","disable",2.961288837,0.000000001,,
"SPI","enable",3.00203481,0.000000001,,
"SPI","result",3.00222763,0.000848119,0xFE,0x47
"SPI","disable",3.003107213,0.000000001,,
"SPI","enable",3.003187858,0.000000001,,
"SPI","result",3.003361149,0.000848122,0xB8,0x01
"SPI","disable",3.004242175,0.000000001,,
"SPI","enable",3.004329491,0.000000001,,
"SPI","result",3.004494677,0.000848116,0xB8,0x8B
"SPI","disable",3.005383812,0.000000001,,
"SPI","enable",3.005468258,0.000000001,,
"SPI","result",3.005628204,0.00084811,0x74,0x87
"SPI","disable",3.006514012,0.000000001,,
"SPI","enable",3.006749853,0.000000001,,
"SPI","result",3.006875072,0.000848115,0xD2,0x47
"SPI","disable",3.007749901,0.000000001,,
"SPI","enable",3.00783055,0.000000001,,
"SPI","result",3.008008588,0.00084812,0xB8,0x2D
"SPI","disable",3.008884864,0.000000001,,
"SPI","enable",3.008972169,0.000000001,,
"SPI","result",3.009142107,0.000848123,0xB8,0x07
"SPI","disable",3.010026493,0.000000001,,
"SPI","enable",3.010110945,0.000000001,,
"SPI","result",3.010275631,0.000848122,0xF8,0x87
"SPI","disable",3.011165261,0.000000001,,
"SPI","enable",3.011286847,0.000000001,,
"SPI","result",3.01140916,0.000848113,0x92,0x47
"SPI","disable",3.013132408,0.000000001,,
"SPI","enable",3.013213042,0.000000001,,
"SPI","result",3.01333614,0.000848117,0xB8,0x6D
"SPI","disable",3.014213097,0.000000001,,
"SPI","enable",3.014300394,0.000000001,,
"SPI","result",3.014469663,0.000848116,0xB8,0x07
"SPI","disable",3.015354717,0.000000001,,
"SPI","enable",3.015439172,0.000000001,,
"SPI","result",3.015603181,0.000848121,0xF8,0x87
"SPI","disable",3.016493492,0.000000001,,
"SPI","enable",3.016612221,0.000000001,,
"SPI","result",3.016736711,0.000848113,0x82,0x47
"SPI","disable",3.017621787,0.000000001,,
"SPI","enable",3.017702434,0.000000001,,
"SPI","result",3.017870226,0.000848118,0xB8,0x7D
"SPI","disable",3.018756732,0.000000001,,
"SPI","enable",3.018844062,0.000000001,,
"SPI","result",3.019003747,0.000848119,0xB8,0x07
"SPI","disable",3.019880286,0.000000001,,
"SPI","enable",3.019964742,0.000000001,,
"SPI","result",3.020137266,0.000848123,0xF8,0x87
"SPI","disable",3.02101906,0.000000001,,
"SPI","enable",3.021157768,0.000000001,,
"SPI","result",3.021270799,0.000848117,0xEC,0x47
"SPI","disable",3.02215783,0.000000001,,
"SPI","enable",3.022238461,0.000000001,,
"SPI","result",3.02240432,0.000848123,0xB8,0x13
"SPI","disable",3.023292795,0.000000001,,
"SPI","enable",3.023380101,0.000000001,,
"SPI","result",3.023537848,0.000848122,0xB8,0x07
"SPI","disable",3.02441633,0.000000001,,
"SPI","enable",3.024500777,0.000000001,,
"SPI","result",3.024671374,0.000848124,0xF8,0x87
"SPI","disable",3.026259678,0.000000001,,
"SPI","enable",3.026380322,0.000000001,,
"SPI","result",3.026485024,0.000848117,0x2C,0x47
"SPI","disable",3.027362274,0.000000001,,
"SPI","enable",3.027442927,0.000000001,,
"SPI","result",3.027618537,0.000848132,0xB8,0xD3
"SPI","disable",3.02849723,0.000000001,,
"SPI","enable",3.028584547,0.000000001,,
"SPI","result",3.02875208,0.000848116,0xB8,0x07
"SPI","disable",3.029638854,0.000000001,,
"SPI","enable",3.029723321,0.000000001,,
"SPI","result",3.0298856,0.000848123,0xF8,0x87
"SPI","disable",3.030759545,0.000000001,,
"SPI","enable",3.127603146,0.000000001,,
"SPI","result",3.127709056,0.000848113,0xFE,0x47
"SPI","disable",3.128585098,0.000000001,,
"SPI","enable",3.128665743,0.000000001,,
"SPI","result",3.128842571,0.000848126,0xB8,0x01
"SPI","disable",3.129720063,0.000000001,,
"SPI","enable",3.129807372,0.000000001,,
"SPI","result",3.1299761,0.000848124,0xB8,0x8B
"SPI","disable",3.130861691,0.000000001,,
"SPI","enable",3.130946143,0.000000001,,
"SPI","result",3.131109637,0.000848115,0x74,0x87
"SPI","disable",3.131991897,0.000000001,,
"SPI","enable",3.228641382,0.000000001,,
"SPI","result",3.228819764,0.000848119,0xFE,0x47
"SPI","disable",3.229695698,0.000000001,,
"SPI","enable",3.229776332,0.000000001,,
"SPI","result",3.229953287,0.000848124,0xB8,0x01
"SPI","disable",3.230830662,0.000000001,,
"SPI","enable",3.230917967,0.000000001,,
"SPI","result",3.231086816,0.000848123,0xB8,0x8B
"SPI","disable",3.231963719,0.000000001,,
"SPI","enable",3.232048171,0.000000001,,
"SPI","result",3.232220348,0.000848117,0x74,0x87
"SPI","disable",3.233102494,0.000000001,,
"SPI","enable",3.329780546,0.000000001,,
"SPI","result",3.329930476,0.000848122,0xFE,0x47
"SPI","disable",3.330808212,0.000000001,,
"SPI","enable",3.330888838,0.000000001,,
"SPI","result",3.331064002,0.000848123,0xB8,0x01
"SPI","disable",3.33194317,0.000000001,,
"SPI","enable",3.332030474,0.000000001,,
"SPI","result",3.33219753,0.000848123,0xB8,0x8B
"SPI","disable",3.333084791,0.000000001,,
"SPI","enable",3.333169243,0.000000001,,
"SPI","result",3.333331064,0.000848117,0x74,0x87
"SPI","disable",3.334205473,0.000000001,,
"SPI","enable",3.430861632,0.000000001,,
"SPI","result",3.431041191,0.00084812,0xFE,0x47
"SPI","disable",3.431925454,0.000000001,,
"SPI","enable",3.432006106,0.000000001,,
"SPI","result",3.432174716,0.000848123,0xB8,0x01
"SPI","disable",3.433060433,0.000000001,,
"SPI","enable",3.433147736,0.000000001,,
"SPI","result",3.433308248,0.000848118,0xB8,0x8B
"SPI","disable",3.434183966,0.000000001,,
"SPI","enable",3.434268423,0.000000001,,
"SPI","result",3.434441775,0.000848118,0x74,0x87
"SPI","disable",3.435322736,0.000000001,,
"SPI","enable",3.531964613,0.000000001,,
"SPI","result",3.532151889,0.000848115,0xFE,0x47
"SPI","disable",3.533037029,0.000000001,,
"SPI","enable",3.533117662,0.000000001,,
"SPI","result",3.533285407,0.000848118,0xB8,0x01
"SPI","disable",3.53417198,0.000000001,,
"SPI","enable",3.535361878,0.000000001,,
"SPI","result",3.535552445,0.000848122,0xB8,0x8B
"SPI","disable",3.536434285,0.000000001,,
"SPI","enable",3.536518737,0.000000001,,
"SPI","result",3.536685973,0.000848114,0x74,0x87
"SPI","disable",3.537573052,0.000000001,,
"SPI","enable",3.634373944,0.000000001,,
"SPI","result",3.634509366,0.000848122,0xFE,0x47
"SPI","disable",3.635392074,0.000000001,,
"SPI","enable",3.635472719,0.000000001,,
"SPI","result",3.635642887,0.000848129,0xB8,0x01
"SPI","disable",3.636527034,0.000000001,,
"SPI","enable",3.636614344,0.000000001,,
