,index,name,type,start_time,duration,mosi,miso,~miso,decoded,meaning,CB1,CB1_bin,BED,BED_bin
285,856,SPI,result,4.26492528,0.00084864,0x01,0xB8,0x47,ACK,,,,,
286,859,SPI,result,4.26605888,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
287,862,SPI,result,4.26719232,0.0008488,0x87,0x74,0x8B,EOM,,,,,
288,865,SPI,result,4.36490576,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
289,868,SPI,result,4.3660392,0.0008488,0x01,0xB8,0x47,ACK,,,,,
290,871,SPI,result,4.3671728,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
291,874,SPI,result,4.3683064,0.00084864,0x87,0x74,0x8B,EOM,,,,,
292,877,SPI,result,4.46601968,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
293,880,SPI,result,4.46715328,0.00084864,0x01,0xB8,0x47,ACK,,,,,
294,883,SPI,result,4.46828688,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
295,886,SPI,result,4.46942032,0.0008488,0x87,0x74,0x8B,EOM,,,,,
296,889,SPI,result,4.5671336,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
297,892,SPI,result,4.5682672,0.00084864,0x01,0xB8,0x47,ACK,,,,,
298,895,SPI,result,4.5694008,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
299,898,SPI,result,4.57053424,0.0008488,0x87,0x74,0x8B,EOM,,,,,
300,901,SPI,result,4.60080048,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
301,904,SPI,result,4.60193408,0.00084864,0x01,0xB8,0x47,ACK,,,,,
302,907,SPI,result,4.60306752,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
303,910,SPI,result,4.60420112,0.0008488,0x87,0x74,0x8B,EOM,,,,,
304,913,SPI,result,4.605448,0.0008488,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
305,916,SPI,result,4.6065816,0.0008488,0x0D,0xB8,0x47,ACK,,,,,
306,919,SPI,result,4.6077152,0.00084864,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
307,922,SPI,result,4.6088488,0.00084864,0x87,0xF8,0x07,EOM,,,,,
308,925,SPI,result,4.60998224,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
309,928,SPI,result,4.61111584,0.0008488,0x01,0xB8,0x47,ACK,,,,,
310,931,SPI,result,4.61224944,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
311,934,SPI,result,4.61338304,0.00084864,0x87,0x94,0x6B,EOM,,,,,
312,937,SPI,result,4.61462992,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
313,940,SPI,result,4.61655696,0.0008488,0x01,0xB8,0x47,ACK,,,,,
314,943,SPI,result,4.61769056,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
315,946,SPI,result,4.61882416,0.00084864,0x87,0x94,0x6B,EOM,,,,,
316,949,SPI,result,4.62007104,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
317,952,SPI,result,4.62120464,0.00084864,0x01,0xB8,0x47,ACK,,,,,
318,955,SPI,result,4.62233824,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
319,958,SPI,result,4.62347168,0.0008488,0x87,0x94,0x6B,EOM,,,,,
320,961,SPI,result,4.62471872,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
321,964,SPI,result,4.62585216,0.0008488,0x01,0xB8,0x47,ACK,,,,,
322,967,SPI,result,4.62698576,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
323,970,SPI,result,4.62811936,0.00084864,0x87,0x94,0x6B,EOM,,,,,
324,973,SPI,result,4.63049984,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
325,976,SPI,result,4.63163344,0.00084864,0x01,0xB8,0x47,ACK,,,,,
326,979,SPI,result,4.63276688,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
327,982,SPI,result,4.63390048,0.0008488,0x87,0x94,0x6B,EOM,,,,,
328,985,SPI,result,4.63514752,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
329,988,SPI,result,4.63628096,0.0008488,0x01,0xB8,0x47,ACK,,,,,
330,991,SPI,result,4.63741456,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
331,994,SPI,result,4.63854816,0.00084864,0x87,0x94,0x6B,EOM,,,,,
332,997,SPI,result,4.63979504,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
333,1000,SPI,result,4.64092864,0.00084864,0x01,0xB8,0x47,ACK,,,,,
334,1003,SPI,result,4.64319568,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
335,1006,SPI,result,4.64432928,0.0008488,0x87,0x94,0x6B,EOM,,,,,
336,1009,SPI,result,4.64557616,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
337,1012,SPI,result,4.64670976,0.0008488,0x01,0xB8,0x47,ACK,,,,,
338,1015,SPI,result,4.64784336,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
339,1018,SPI,result,4.64897696,0.00084864,0x87,0x94,0x6B,EOM,,,,,
340,1021,SPI,result,4.65022384,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
341,1024,SPI,result,4.65135744,0.00084864,0x01,0xB8,0x47,ACK,,,,,
342,1027,SPI,result,4.65249088,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
343,1030,SPI,result,4.65362448,0.0008488,0x87,0x94,0x6B,EOM,,,,,
344,1033,SPI,result,4.65509808,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
345,1036,SPI,result,4.65623168,0.0008488,0x01,0xB8,0x47,ACK,,,,,
346,1039,SPI,result,4.65736528,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
347,1042,SPI,result,4.65849888,0.00084864,0x87,0x94,0x6B,EOM,,,,,
348,1045,SPI,result,4.65974576,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
349,1048,SPI,result,4.66087936,0.00084864,0x01,0xB8,0x47,ACK,,,,,
350,1051,SPI,result,4.6620128,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
351,1054,SPI,result,4.6631464,0.0008488,0x87,0x94,0x6B,EOM,,,,,
352,1057,SPI,result,4.66552688,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
353,1060,SPI,result,4.66666048,0.00084864,0x01,0xB8,0x47,ACK,,,,,
354,1063,SPI,result,4.66779408,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
355,1066,SPI,result,4.66892752,0.0008488,0x87,0x74,0x8B,EOM,,,,,
356,1069,SPI,result,4.67017456,0.00084864,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
357,1072,SPI,result,4.671308,0.0008488,0x85,0xB8,0x47,ACK,,,,,
358,1075,SPI,result,4.67266832,0.0008488,0x00,0xB8,0x47,PATTERN DATA,,,,,
359,1078,SPI,result,4.6739152,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
360,1081,SPI,result,4.67595568,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
361,1084,SPI,result,4.67720256,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
362,1087,SPI,result,4.67844944,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
363,1090,SPI,result,4.67969648,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
364,1093,SPI,result,4.68094336,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
365,1096,SPI,result,4.68219024,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
366,1099,SPI,result,4.68343712,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
367,1102,SPI,result,4.68559088,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
368,1105,SPI,result,4.68683792,0.00084864,0x01,0xFF,0x00,PATTERN DATA,,,,,
369,1108,SPI,result,4.6880848,0.00084864,0x20,0xFE,0x01,PATTERN DATA,,,,,
370,1111,SPI,result,4.68933168,0.0008488,0x00,0xDF,0x20,PATTERN DATA,,,,,
371,1114,SPI,result,4.69057856,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
372,1117,SPI,result,4.6918256,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
373,1120,SPI,result,4.69307248,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
374,1123,SPI,result,4.6947728,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
375,1126,SPI,result,4.69601968,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
376,1129,SPI,result,4.69726656,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
377,1132,SPI,result,4.6985136,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
378,1135,SPI,result,4.69976048,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
379,1138,SPI,result,4.70100736,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
380,1141,SPI,result,4.70225424,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
381,1144,SPI,result,4.703728,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
382,1147,SPI,result,4.70497488,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
383,1150,SPI,result,4.70622176,0.0008488,0x87,0xFF,0x00,EOM,,,,,
384,1153,SPI,result,4.70735536,0.00084864,0x47,0x76,0x89,BED,pattern fully received,,,0x89,10001001
385,1156,SPI,result,4.7084888,0.0008488,0x89,0xB8,0x47,ACK,,,,,
386,1159,SPI,result,4.7096224,0.0008488,0xF0,0xB8,0x47,CB1,???,0xF0,11110000,,
387,1162,SPI,result,4.710756,0.0008488,0x87,0x0F,0xF0,EOM,,,,,
388,1165,SPI,result,4.71211632,0.00084864,0x47,0x82,0x7D,BED,???,,,0x7D,01111101
389,1168,SPI,result,4.71324976,0.0008488,0x7D,0xB8,0x47,ACK,,,,,
390,1171,SPI,result,4.71438336,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
391,1174,SPI,result,4.71551696,0.0008488,0x87,0xF8,0x07,EOM,,,,,
392,1177,SPI,result,4.81322992,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
393,1180,SPI,result,4.81436352,0.00084864,0x01,0xB8,0x47,ACK,,,,,
394,1183,SPI,result,4.81640384,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
395,1186,SPI,result,4.81753744,0.0008488,0x87,0x74,0x8B,EOM,,,,,
396,1189,SPI,result,4.9152504,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
397,1192,SPI,result,4.916384,0.00084864,0x01,0xB8,0x47,ACK,,,,,
398,1195,SPI,result,4.91751744,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
399,1198,SPI,result,4.91865104,0.0008488,0x87,0x74,0x8B,EOM,,,,,
400,1201,SPI,result,5.01636432,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
401,1204,SPI,result,5.01749792,0.0008488,0x01,0xB8,0x47,ACK,,,,,
402,1207,SPI,result,5.01863152,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
403,1210,SPI,result,5.01976512,0.00084864,0x87,0x74,0x8B,EOM,,,,,
404,1213,SPI,result,5.1174784,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
405,1216,SPI,result,5.118612,0.00084864,0x01,0xB8,0x47,ACK,,,,,
406,1219,SPI,result,5.11974544,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
407,1222,SPI,result,5.12087904,0.0008488,0x87,0x74,0x8B,EOM,,,,,
408,1225,SPI,result,5.21859232,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
409,1228,SPI,result,5.21972576,0.0008488,0x01,0xB8,0x47,ACK,,,,,
410,1231,SPI,result,5.2213128,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
411,1234,SPI,result,5.2224464,0.00084864,0x87,0x74,0x8B,EOM,,,,,
412,1237,SPI,result,5.27572384,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
413,1240,SPI,result,5.27685744,0.0008488,0x01,0xB8,0x47,ACK,,,,,
414,1243,SPI,result,5.27799104,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
415,1246,SPI,result,5.27912464,0.00084864,0x87,0x74,0x8B,EOM,,,,,
416,1249,SPI,result,5.28037152,0.0008488,0x47,0x72,0x8D,BED,eol/direction change,,,0x8D,10001101
417,1252,SPI,result,5.28218528,0.00084864,0x8D,0xB8,0x47,ACK,,,,,
418,1255,SPI,result,5.28331872,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
419,1258,SPI,result,5.28445232,0.0008488,0x87,0xF8,0x07,EOM,,,,,
420,1261,SPI,result,5.3821656,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
421,1264,SPI,result,5.38431936,0.0008488,0x01,0xB8,0x47,ACK,,,,,
422,1267,SPI,result,5.38545296,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
423,1270,SPI,result,5.38658656,0.00084864,0x87,0x74,0x8B,EOM,,,,,
424,1273,SPI,result,5.48429984,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
425,1276,SPI,result,5.48543344,0.00084864,0x01,0xB8,0x47,ACK,,,,,
426,1279,SPI,result,5.48656704,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
427,1282,SPI,result,5.48770048,0.0008488,0x87,0x74,0x8B,EOM,,,,,
428,1285,SPI,result,5.58541376,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
429,1288,SPI,result,5.58654736,0.0008488,0x01,0xB8,0x47,ACK,,,,,
430,1291,SPI,result,5.58768096,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
431,1294,SPI,result,5.58938128,0.0008488,0x87,0x74,0x8B,EOM,,,,,
432,1297,SPI,result,5.68766128,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
433,1300,SPI,result,5.68879488,0.00084864,0x01,0xB8,0x47,ACK,,,,,
434,1303,SPI,result,5.68992832,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
435,1306,SPI,result,5.69106192,0.0008488,0x87,0x74,0x8B,EOM,,,,,
436,1309,SPI,result,5.7887752,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
437,1312,SPI,result,5.7899088,0.0008488,0x01,0xB8,0x47,ACK,,,,,
438,1315,SPI,result,5.7910424,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
439,1318,SPI,result,5.792176,0.00084864,0x87,0x74,0x8B,EOM,,,,,
440,1321,SPI,result,5.88988928,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
441,1324,SPI,result,5.89102288,0.00084864,0x01,0xB8,0x47,ACK,,,,,
442,1327,SPI,result,5.89215632,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
443,1330,SPI,result,5.89328992,0.0008488,0x87,0x74,0x8B,EOM,,,,,
444,1333,SPI,result,5.9910032,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
445,1336,SPI,result,5.9921368,0.0008488,0x01,0xB8,0x47,ACK,,,,,
446,1339,SPI,result,5.9932704,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
447,1342,SPI,result,5.994404,0.00084864,0x87,0x74,0x8B,EOM,,,,,
448,1345,SPI,result,6.09211728,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
449,1348,SPI,result,6.09325088,0.00084864,0x01,0xB8,0x47,ACK,,,,,
450,1351,SPI,result,6.09438432,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
451,1354,SPI,result,6.09551792,0.0008488,0x87,0x74,0x8B,EOM,,,,,
452,1357,SPI,result,6.1932312,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
453,1360,SPI,result,6.1943648,0.00084864,0x01,0xB8,0x47,ACK,,,,,
454,1363,SPI,result,6.19549824,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
455,1366,SPI,result,6.19663184,0.0008488,0x87,0x74,0x8B,EOM,,,,,
456,1369,SPI,result,6.26101824,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
457,1372,SPI,result,6.26215184,0.0008488,0x01,0xB8,0x47,ACK,,,,,
458,1375,SPI,result,6.26328544,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
459,1378,SPI,result,6.26441904,0.00084864,0x87,0x74,0x8B,EOM,,,,,
460,1381,SPI,result,6.26566592,0.00084864,0x47,0xF2,0x0D,BED,eol/direction change?,,,0x0D,00001101
461,1384,SPI,result,6.26679952,0.00084864,0x0D,0xB8,0x47,ACK,,,,,
462,1387,SPI,result,6.26793296,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
463,1390,SPI,result,6.26906656,0.0008488,0x87,0xF8,0x07,EOM,,,,,
464,1393,SPI,result,6.27020016,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
465,1396,SPI,result,6.27133376,0.00084864,0x01,0xB8,0x47,ACK,,,,,
466,1399,SPI,result,6.27246736,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
467,1402,SPI,result,6.27462112,0.00084864,0x87,0x94,0x6B,EOM,,,,,
468,1405,SPI,result,6.275868,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
469,1408,SPI,result,6.2770016,0.00084864,0x01,0xB8,0x47,ACK,,,,,
470,1411,SPI,result,6.27813504,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
471,1414,SPI,result,6.27926864,0.0008488,0x87,0x94,0x6B,EOM,,,,,
472,1417,SPI,result,6.28051568,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
473,1420,SPI,result,6.28164912,0.0008488,0x01,0xB8,0x47,ACK,,,,,
474,1423,SPI,result,6.28278272,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
475,1426,SPI,result,6.28391632,0.00084864,0x87,0x94,0x6B,EOM,,,,,
476,1429,SPI,result,6.2851632,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
477,1432,SPI,result,6.28720368,0.00084864,0x01,0xB8,0x47,ACK,,,,,
478,1435,SPI,result,6.28833712,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
479,1438,SPI,result,6.28947072,0.0008488,0x87,0x94,0x6B,EOM,,,,,
480,1441,SPI,result,6.2907176,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
481,1444,SPI,result,6.2918512,0.0008488,0x01,0xB8,0x47,ACK,,,,,
482,1447,SPI,result,6.2929848,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
483,1450,SPI,result,6.2941184,0.00084864,0x87,0x94,0x6B,EOM,,,,,
484,1453,SPI,result,6.29536528,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
485,1456,SPI,result,6.29649888,0.00084864,0x01,0xB8,0x47,ACK,,,,,
486,1459,SPI,result,6.2985392,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
487,1462,SPI,result,6.2996728,0.0008488,0x87,0x94,0x6B,EOM,,,,,
488,1465,SPI,result,6.30091968,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
489,1468,SPI,result,6.30205328,0.0008488,0x01,0xB8,0x47,ACK,,,,,
490,1471,SPI,result,6.30318688,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
491,1474,SPI,result,6.30432048,0.00084864,0x87,0x94,0x6B,EOM,,,,,
492,1477,SPI,result,6.30556736,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
493,1480,SPI,result,6.30670096,0.00084864,0x01,0xB8,0x47,ACK,,,,,
494,1483,SPI,result,6.3078344,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
495,1486,SPI,result,6.30930816,0.00084864,0x87,0x94,0x6B,EOM,,,,,
496,1489,SPI,result,6.31055504,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
497,1492,SPI,result,6.31168864,0.00084864,0x01,0xB8,0x47,ACK,,,,,
498,1495,SPI,result,6.31282208,0.0008488,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
499,1498,SPI,result,6.31395568,0.0008488,0x87,0x94,0x6B,EOM,,,,,
500,1501,SPI,result,6.31520256,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
501,1504,SPI,result,6.31633616,0.0008488,0x01,0xB8,0x47,ACK,,,,,
502,1507,SPI,result,6.31746976,0.00084864,0x6B,0xB8,0x47,CB1,???,0x6B,01101011,,
503,1510,SPI,result,6.3197368,0.0008488,0x87,0x94,0x6B,EOM,,,,,
504,1513,SPI,result,6.32098384,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
505,1516,SPI,result,6.32211728,0.0008488,0x01,0xB8,0x47,ACK,,,,,
506,1519,SPI,result,6.32325088,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
507,1522,SPI,result,6.32438448,0.00084864,0x87,0x74,0x8B,EOM,,,,,
508,1525,SPI,result,6.32563136,0.0008488,0x47,0x7A,0x85,BED,row counter hit,,,0x85,10000101
509,1528,SPI,result,6.32676496,0.00084864,0x85,0xB8,0x47,ACK,,,,,
510,1531,SPI,result,6.32812528,0.00084864,0x00,0xB8,0x47,PATTERN DATA,,,,,
511,1534,SPI,result,6.33039232,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
512,1537,SPI,result,6.3316392,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
513,1540,SPI,result,6.33288624,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
514,1543,SPI,result,6.33413312,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
515,1546,SPI,result,6.33538,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
516,1549,SPI,result,6.33662688,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
517,1552,SPI,result,6.33787392,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
518,1555,SPI,result,6.3391208,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
519,1558,SPI,result,6.3405944,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
520,1561,SPI,result,6.34184128,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
521,1564,SPI,result,6.34308816,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
522,1567,SPI,result,6.3443352,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
523,1570,SPI,result,6.34558208,0.00084864,0x04,0xFF,0x00,PATTERN DATA,,,,,
524,1573,SPI,result,6.34682896,0.0008488,0x40,0xFB,0x04,PATTERN DATA,,,,,
525,1576,SPI,result,6.34807584,0.0008488,0x00,0xBF,0x40,PATTERN DATA,,,,,
526,1579,SPI,result,6.35034304,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
527,1582,SPI,result,6.35158992,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
528,1585,SPI,result,6.3528368,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
529,1588,SPI,result,6.35408384,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
530,1591,SPI,result,6.35533072,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
531,1594,SPI,result,6.3565776,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
532,1597,SPI,result,6.35782448,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
533,1600,SPI,result,6.35997824,0.0008488,0x00,0xFF,0x00,PATTERN DATA,,,,,
534,1603,SPI,result,6.36122528,0.00084864,0x00,0xFF,0x00,PATTERN DATA,,,,,
535,1606,SPI,result,6.36235872,0.0008488,0x87,0xFF,0x00,EOM,,,,,
536,1609,SPI,result,6.36349232,0.0008488,0x47,0x76,0x89,BED,pattern fully received,,,0x89,10001001
537,1612,SPI,result,6.36462592,0.00084864,0x89,0xB8,0x47,ACK,,,,,
538,1615,SPI,result,6.3658728,0.0008488,0xF0,0xB8,0x47,CB1,???,0xF0,11110000,,
539,1618,SPI,result,6.3670064,0.00084864,0x87,0x0F,0xF0,EOM,,,,,
540,1621,SPI,result,6.36814,0.00084864,0x47,0x42,0xBD,BED,???,,,0xBD,10111101
541,1624,SPI,result,6.36972688,0.0008488,0xBD,0xB8,0x47,ACK,,,,,
542,1627,SPI,result,6.37086048,0.0008488,0x07,0xB8,0x47,CB1,confirm receipt,0x07,00000111,,
543,1630,SPI,result,6.37199408,0.00084864,0x87,0xF8,0x07,EOM,,,,,
544,1633,SPI,result,6.4695936,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
545,1636,SPI,result,6.4707272,0.0008488,0x01,0xB8,0x47,ACK,,,,,
546,1639,SPI,result,6.47197408,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
547,1642,SPI,result,6.47310768,0.0008488,0x87,0x74,0x8B,EOM,,,,,
548,1645,SPI,result,6.57082064,0.00084864,0x47,0xFE,0x01,CB1 (HEADER),,,,,
549,1648,SPI,result,6.57195424,0.00084864,0x01,0xB8,0x47,ACK,,,,,
550,1651,SPI,result,6.57308768,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
551,1654,SPI,result,6.57422128,0.0008488,0x87,0x74,0x8B,EOM,,,,,
552,1657,SPI,result,6.67193456,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
553,1660,SPI,result,6.67306816,0.0008488,0x01,0xB8,0x47,ACK,,,,,
554,1663,SPI,result,6.67420176,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
555,1666,SPI,result,6.67533536,0.00084864,0x87,0x74,0x8B,EOM,,,,,
556,1669,SPI,result,6.77304848,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
557,1672,SPI,result,6.77418208,0.0008488,0x01,0xB8,0x47,ACK,,,,,
558,1675,SPI,result,6.77531568,0.00084864,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
559,1678,SPI,result,6.77644928,0.00084864,0x87,0x74,0x8B,EOM,,,,,
560,1681,SPI,result,6.8741624,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
561,1684,SPI,result,6.875296,0.0008488,0x01,0xB8,0x47,ACK,,,,,
562,1687,SPI,result,6.8764296,0.0008488,0x8B,0xB8,0x47,CB1,nothing to say?,0x8B,10001011,,
563,1690,SPI,result,6.87767648,0.0008488,0x87,0x74,0x8B,EOM,,,,,
564,1693,SPI,result,6.97538976,0.0008488,0x47,0xFE,0x01,CB1 (HEADER),,,,,
565,1696,SPI,result,6.97720352,0.0008488,0x01,0xB8,0x47,ACK,,,,,
